X	Y
218	57.795181274
219	58.313251495
220	58.240962982
221	58.626506805
222	59.518074036
223	60.710842133
224	62.036144257
225	62.277107239
226	62.915660858
227	63.530120850
228	63.674697876
229	63.518074036
230	63.530120850
231	62.421688080
232	62.855422974
233	61.795181274
234	61.674697876
235	61.566265106
236	60.831325531
237	61.277107239
238	61.987953186
239	62.662651062
240	64.012046814
241	66.132530212
242	66.228912354
243	66.614456177
244	67.433738708
245	66.144577026
246	66.277107239
247	67.192771912
248	66.855422974
249	68.433738708
250	69.481925964
251	71.493972778
252	73.759033203
253	74.048194885
254	75.638557434
255	76.662651062
256	77.024093628
257	77.795181274
258	78.409637451
259	79.228912354
260	79.819274902
261	81.216865540
262	82.819274902
263	83.277107239
264	84.168678284
265	85.903617859
266	87.024093628
267	86.987953186
268	89.771087646
269	90.012046814
270	90.060241699
271	89.759033203
272	91.759033203
273	92.650604248
274	92.927711487
275	92.843376160
276	94.409637451
277	94.686744690
278	95.156623840
279	96.240966797
280	96.265060425
281	96.602409363
282	96.831321716
283	98.698791504
284	99.156623840
285	98.602409363
286	99.084335327
287	98.626502991
288	100.192771912
289	100.530120850
290	101.445785522
291	102.481925964
292	100.650604248
293	101.975906372
294	101.566261292
295	102.072288513
296	102.036148071
297	103.674697876
298	105.542167664
299	105.325302124
300	104.831321716
301	105.301208496
302	105.433738708
303	105.819274902
304	105.722892761
305	106.843376160
306	107.289154053
307	105.481925964
308	107.469879150
309	106.096382141
310	107.265060425
311	107.710845947
312	107.939758301
313	106.915664673
314	107.108436584
315	107.180725098
316	106.313255310
317	106.578315735
318	106.855422974
319	107.216865540
320	107.518074036
321	107.662651062
322	109.048194885
323	110.481925964
324	111.337348938
325	112.301208496
326	114.566261292
327	117.000000000
328	117.120483398
329	117.132530212
330	120.024093628
331	121.710845947
332	121.337348938
333	121.012046814
334	122.132530212
335	122.108436584
336	122.506027222
337	123.722892761
338	125.192771912
339	124.445785522
340	125.734939575
341	124.518074036
342	126.831321716
343	128.927703857
344	130.554214478
345	130.289154053
346	130.626510620
347	131.795181274
348	131.216873169
349	133.120483398
350	134.481933594
351	136.036148071
352	137.325302124
353	136.337356567
354	137.397583008
355	137.192764282
356	137.867477417
357	136.855422974
358	138.650604248
359	138.807235718
360	138.819274902
361	139.024093628
362	138.385543823
363	140.349395752
364	139.566268921
365	140.578308105
366	138.084335327
367	139.867477417
368	138.807235718
369	139.012054443
370	137.927703857
371	137.228912354
372	137.409637451
373	135.228912354
374	134.554214478
375	135.903610229
376	134.807235718
377	134.915664673
378	133.843368530
379	134.481933594
380	131.903610229
381	134.168670654
382	133.891571045
383	133.240966797
384	133.108428955
385	131.216873169
386	130.963851929
387	131.072296143
388	130.759033203
389	129.132522583
390	129.951812744
391	128.481933594
392	129.746994019
393	130.409637451
394	129.710845947
395	131.626510620
396	132.783126831
397	130.144577026
398	131.506027222
399	131.048187256
400	132.602416992
401	132.253005981
402	130.373489380
403	127.759033203
404	128.072296143
405	128.012054443
406	128.963851929
407	129.457824707
408	128.301208496
409	126.963851929
410	128.807235718
411	128.072296143
412	128.192764282
413	128.036148071
414	127.409637451
415	129.734939575
416	132.638549805
417	133.373489380
418	135.530120850
419	135.216873169
420	137.253005981
421	135.132522583
422	135.554214478
423	131.746994019
424	128.759033203
425	123.120483398
426	119.373497009
427	114.867469788
428	114.927711487
429	113.602409363
430	111.686744690
431	111.120483398
432	110.289154053
433	110.542167664
434	108.240966797
435	107.771087646
436	105.867469788
437	104.734939575
438	105.987953186
439	107.385543823
440	107.000000000
441	107.060241699
442	107.590362549
443	107.518074036
444	109.072288513
445	107.433738708
446	106.192771912
447	104.975906372
448	105.590362549
449	105.939758301
450	107.048194885
451	104.493972778
452	104.240966797
453	105.445785522
454	106.168678284
455	106.204818726
456	104.626502991
457	102.084335327
458	99.963851929
459	97.012046814
460	94.168678284
461	91.048194885
462	88.674697876
463	89.072288513
464	88.614456177
465	87.963851929
466	87.168678284
467	85.301208496
468	85.120483398
469	85.060241699
470	82.879516602
471	79.939758301
472	78.518074036
473	78.819274902
474	80.493972778
475	82.855422974
476	84.530120850
477	85.240966797
478	85.228912354
479	84.048194885
480	81.987953186
481	80.216865540
482	80.277107239
483	81.638557434
484	79.963851929
485	78.024093628
486	75.530120850
487	72.722892761
488	72.024093628
489	71.710845947
490	70.710845947
491	69.216865540
492	66.987953186
493	66.445785522
494	62.373493195
495	60.192771912
496	58.867469788
497	59.096385956
498	58.987953186
499	60.072288513
500	61.337348938
501	62.759037018
502	62.192771912
503	61.156627655
504	60.265060425
505	59.590362549
506	59.831325531
507	58.867469788
508	58.795181274
509	57.614456177
510	59.216869354
511	58.000000000
512	55.710842133
513	52.915660858
514	51.734939575
515	51.614456177
516	51.626506805
517	51.204818726
518	49.265060425
519	48.795181274
520	48.638553619
521	50.072288513
522	49.578311920
523	49.036144257
524	46.012046814
525	45.132530212
526	46.084339142
527	47.000000000
528	47.674697876
529	47.036144257
530	45.180721283
531	43.156627655
532	42.927711487
533	40.771083832
534	39.927711487
535	39.963855743
536	39.951808929
537	39.301204681
538	38.626506805
539	38.096385956
540	37.734939575
541	38.626506805
542	38.072288513
543	38.819278717
544	38.963855743
545	39.180721283
546	38.783130646
547	38.132530212
548	38.530120850
549	37.156627655
550	36.807228088
551	35.650604248
552	34.855422974
553	34.891567230
554	34.662651062
555	32.638553619
556	31.192771912
557	31.012048721
558	31.795181274
559	32.493976593
560	31.566265106
561	31.819276810
562	30.915662766
563	31.168674469
564	31.337348938
565	31.096385956
566	31.180723190
567	30.301204681
568	29.927711487
569	29.397590637
570	28.795181274
571	27.903614044
572	27.481927872
573	27.012048721
574	27.000000000
575	26.578313828
576	26.554216385
577	26.397590637
578	25.831325531
579	25.807228088
580	26.542169571
581	27.397590637
582	26.819276810
583	25.253011703
584	24.253011703
585	24.518072128
586	24.795181274
587	24.638553619
588	23.819276810
589	23.662651062
590	23.795181274
591	23.397590637
592	22.987951279
593	23.204818726
594	23.385541916
595	23.493976593
596	23.542169571
597	23.289155960
598	22.867469788
599	22.590360641
600	23.277109146
601	22.554216385
602	21.602409363
603	21.481927872
604	21.530120850
605	20.819276810
606	20.927711487
607	21.144578934
608	21.120481491
609	20.650602341
610	21.277109146
611	21.180723190
612	20.903614044
613	20.915662766
614	20.951807022
615	20.457830429
616	19.855421066
617	19.951807022
618	19.879518509
619	19.373493195
620	19.228916168
621	19.313253403
622	19.024095535
623	19.012048721
624	19.686746597
625	18.975904465
626	18.867469788
627	18.903614044
628	18.493976593
629	18.831325531
630	18.469879150
631	18.132530212
632	17.674697876
633	17.746988297
634	17.662651062
635	17.602409363
636	17.686746597
637	17.819276810
638	17.939758301
639	17.662651062
640	18.361446381
641	17.951807022
642	17.578313828
643	17.337348938
644	17.012048721
645	17.048192978
646	17.506023407
647	16.855421066
648	16.795181274
649	16.831325531
650	16.831325531
651	16.686746597
652	16.807228088
653	16.481927872
654	16.481927872
655	16.469879150
656	16.746988297
657	16.650602341
658	16.530120850
659	16.216867447
660	16.060241699
661	15.987952232
662	16.409639359
663	16.216867447
664	16.048192978
665	15.939759254
666	16.204818726
667	16.325302124
668	15.939759254
669	16.349397659
670	15.614458084
671	15.807229042
672	15.710843086
673	15.831325531
674	15.602409363
675	15.578312874
676	15.771084785
677	15.578312874
678	15.710843086
679	15.518072128
680	15.277108192
681	15.481927872
682	15.686746597
683	15.144577980
684	15.000000000
685	15.253011703
686	15.204819679
687	15.204819679
688	15.228915215
689	15.084337234
690	15.108433723
691	15.313253403
692	15.506024361
693	15.144577980
694	14.879518509
695	14.734939575
696	15.012047768
697	14.903614044
698	14.578312874
699	15.084337234
700	14.891566277
701	14.963855743
702	14.987952232
703	15.012047768
704	14.939759254
705	14.891566277
706	14.903614044
707	14.879518509
708	14.614458084
709	15.048192978
710	14.662651062
711	14.879518509
712	14.831325531
713	14.975903511
714	15.108433723
715	14.433734894
716	14.710843086
717	14.554217339
718	14.662651062
719	14.530120850
720	14.385541916
721	14.409638405
722	14.397590637
723	14.445782661
724	14.566265106
725	14.554217339
726	14.469879150
727	14.518072128
728	14.421687126
729	14.590361595
730	14.289156914
731	14.542168617
732	14.192770958
733	14.445782661
734	14.409638405
735	14.397590637
736	14.397590637
737	14.265060425
738	14.156626701
739	14.409638405
740	14.240963936
741	14.349397659
742	14.361445427
743	14.277108192
