X	Y
537	27.775999069
538	27.416000366
539	27.327999115
540	26.895999908
541	26.656000137
542	25.808000565
543	25.568000793
544	25.096000671
545	25.063999176
546	25.375999451
547	25.368000031
548	24.743999481
549	24.191999435
550	24.767999649
551	24.624000549
552	24.256000519
553	24.312000275
554	24.040000916
555	23.176000595
556	22.624000549
557	22.615999222
558	22.312000275
559	22.327999115
560	21.656000137
561	21.728000641
562	21.832000732
563	21.488000870
564	22.135999680
565	21.944000244
566	21.576000214
567	21.055999756
568	20.791999817
569	20.704000473
570	20.247999191
571	19.912000656
572	20.224000931
573	19.527999878
574	19.728000641
575	20.208000183
576	20.016000748
577	19.695999146
578	19.431999207
579	19.527999878
580	19.527999878
581	18.920000076
582	18.527999878
583	18.775999069
584	18.568000793
585	18.416000366
586	18.184000015
587	18.048000336
588	18.200000763
589	18.392000198
590	18.247999191
591	18.215999603
592	18.031999588
593	17.879999161
594	17.568000793
595	17.511999130
596	17.368000031
597	17.232000351
598	17.191999435
599	17.488000870
600	17.031999588
601	16.815999985
602	17.048000336
603	17.079999924
604	16.760000229
605	16.568000793
606	16.927999496
607	16.631999969
608	16.384000778
609	16.384000778
610	16.247999191
611	16.319999695
612	16.416000366
613	16.423999786
614	16.423999786
615	16.111999512
616	16.128000259
617	16.399999619
618	16.000000000
619	15.784000397
620	15.935999870
621	16.024000168
622	15.583999634
623	15.776000023
624	15.895999908
625	15.815999985
626	15.472000122
627	15.567999840
628	15.583999634
629	15.463999748
630	15.416000366
631	15.288000107
632	15.472000122
633	15.223999977
634	15.432000160
635	15.288000107
636	15.135999680
637	15.279999733
638	15.199999809
639	14.975999832
640	15.175999641
641	15.303999901
642	15.039999962
643	15.392000198
644	15.095999718
645	14.831999779
646	14.944000244
647	14.871999741
648	14.887999535
649	15.199999809
650	14.904000282
651	14.767999649
652	14.767999649
653	14.944000244
654	14.600000381
655	14.871999741
656	14.720000267
657	14.536000252
658	14.487999916
659	14.904000282
660	14.711999893
661	14.767999649
662	14.623999596
663	14.760000229
664	14.567999840
665	14.951999664
666	14.656000137
667	14.616000175
668	14.376000404
669	14.295999527
670	14.656000137
671	14.368000031
672	14.791999817
673	14.312000275
674	14.527999878
675	14.527999878
676	14.592000008
677	14.576000214
678	14.463999748
679	14.487999916
680	14.496000290
681	14.328000069
682	14.399999619
683	14.383999825
684	14.303999901
685	14.744000435
686	14.303999901
687	14.128000259
688	14.168000221
689	14.279999733
690	14.343999863
