X	Y
183	63.800384521
184	64.786849976
185	65.855583191
186	64.062644958
187	70.931686401
188	70.157592773
189	72.565971375
190	78.235069275
191	80.103317261
192	71.986396790
193	72.667373657
194	70.848640442
195	74.589286804
196	77.629631042
197	75.936080933
198	76.227325439
199	81.963600159
200	93.417236328
201	90.438140869
202	80.165534973
203	75.701385498
204	87.178001404
205	89.309524536
206	88.369613647
207	86.528770447
208	91.677246094
209	86.264808655
210	77.750000000
211	78.617019653
212	81.333335876
213	84.967758179
214	90.050643921
215	96.245109558
216	96.963722229
217	103.204864502
218	104.095520020
219	110.238517761
220	111.219573975
221	102.454437256
222	96.910430908
223	97.666572571
224	103.333335876
225	112.447067261
226	112.073883057
227	107.499504089
228	98.282310486
229	94.225059509
230	99.513320923
231	112.253471375
232	123.131515503
233	116.074401855
234	113.526359558
235	123.181243896
236	132.597503662
237	137.504684448
238	125.550926208
239	126.215911865
240	129.421768188
241	139.475936890
242	137.518707275
243	128.543502808
244	114.656463623
245	115.020835876
246	120.625000000
247	125.437286377
248	124.303855896
249	128.638397217
250	127.795921326
251	123.551803589
252	120.277778625
253	126.166381836
254	136.854598999
255	144.072708130
256	147.603179932
257	152.217468262
258	151.321990967
259	154.017364502
260	165.125854492
261	162.690399170
262	165.503967285
263	171.770202637
264	174.251693726
265	186.192459106
266	168.486114502
267	155.873657227
268	163.554428101
269	156.056259155
270	168.433395386
271	165.541687012
272	149.419494629
273	158.770828247
274	156.578704834
275	171.124435425
276	163.519271851
277	154.296737671
278	198.846649170
279	183.941604614
280	165.925918579
281	156.369964600
282	199.298461914
283	191.677459717
284	172.916107178
285	164.770614624
286	204.427536011
287	230.618057251
288	237.460311890
289	200.627456665
290	187.091552734
291	185.270828247
292	194.662506104
293	200.064346313
294	192.541671753
295	180.226409912
296	171.609970093
297	166.386840820
298	172.705123901
299	205.177230835
300	222.146255493
301	241.752319336
302	242.721649170
303	224.116149902
304	203.059707642
305	182.977035522
306	178.743759155
307	176.643005371
308	190.222229004
309	182.247238159
310	190.088058472
311	196.213928223
312	193.913833618
313	192.940002441
314	197.785430908
315	201.777770996
316	211.377929688
317	215.167160034
318	219.300170898
319	223.179962158
320	223.247161865
321	210.038482666
322	198.407409668
323	199.134857178
324	217.992065430
325	222.673095703
326	227.872726440
327	231.746170044
328	223.087677002
329	213.687500000
330	228.235549927
331	232.044052124
332	223.530609131
333	223.673889160
334	231.917892456
335	233.767578125
336	232.333328247
337	228.033233643
338	224.638031006
339	235.513031006
340	231.234695435
341	235.096939087
342	247.864791870
343	240.812500000
344	246.784576416
345	240.694519043
346	248.099685669
347	251.957061768
348	254.687072754
349	251.458190918
350	250.930557251
351	250.877624512
352	246.032501221
353	249.132507324
354	251.770401001
355	253.309127808
356	248.218826294
357	250.739578247
358	252.098449707
359	252.483566284
360	249.281173706
361	251.894607544
362	253.559524536
363	248.160934448
364	250.148147583
365	245.289535522
366	244.841552734
367	250.447250366
368	253.725616455
369	251.201461792
370	249.897583008
371	251.093750000
372	247.448974609
373	245.926208496
374	244.250000000
375	249.574966431
376	247.252456665
377	244.791107178
378	243.180557251
379	235.964141846
380	245.408157349
381	245.763397217
382	250.864410400
383	242.795913696
384	239.789108276
385	227.660873413
386	241.129821777
387	232.033737183
388	232.701431274
389	230.200119019
390	225.482986450
391	223.914443970
392	216.666671753
393	219.428222656
394	218.452468872
395	212.074050903
396	208.001129150
397	202.829101562
398	208.967117310
399	208.604171753
400	202.417984009
401	197.199340820
402	187.929428101
403	184.510269165
404	187.241500854
405	187.951324463
406	194.319442749
407	189.273101807
408	187.408157349
409	202.959869385
410	191.632934570
411	187.732574463
412	181.972412109
413	171.788192749
414	172.810653687
415	174.366348267
416	171.104309082
417	169.642013550
418	176.150222778
419	190.520126343
420	178.222229004
421	185.529129028
422	192.405334473
423	189.435806274
424	187.868484497
425	181.814407349
426	177.244049072
427	181.591430664
428	183.501129150
429	189.463439941
430	180.187454224
431	178.161071777
432	175.886627197
433	176.490219116
434	179.402770996
435	177.540390015
436	170.389266968
437	174.437927246
438	173.643997192
439	176.274566650
440	171.664398193
441	163.159729004
442	157.949829102
443	147.253616333
444	144.663269043
445	138.472335815
446	130.439346313
447	123.306335449
448	136.888885498
449	141.499649048
450	135.032318115
451	130.760955811
452	129.948974609
453	132.301452637
454	137.554794312
455	141.472229004
456	144.464859009
457	145.022964478
458	145.700683594
459	146.011901855
460	133.974685669
461	130.085388184
462	135.208328247
463	133.145812988
464	135.850341797
